viewing_session_id,basket
1279,"S09,S11,S12"
1280,"S09,S10,S14"
1281,"S09,S10"
1282,"S01,S08,S09,S10"
1283,"S07,S09,S10,S15"
1284,"S09,S14"
1285,S03
1286,"S11,S12,S15"
1287,"S06,S07"
1288,"S05,S14"
1289,"S01,S02"
1290,"S09,S14"
1291,"S09,S14"
1292,"S01,S02,S03"
1293,S12
1294,"S11,S12"
1295,"S04,S05"
1296,"S01,S02"
1297,S05
1298,"S02,S04,S09"
1299,"S01,S08,S10,S12"
1300,"S09,S14"
1301,"S01,S05,S09,S15"
1302,"S03,S12"
1303,S01
1304,S08
1305,"S01,S13"
1306,"S06,S07"
1307,"S06,S09,S10"
1308,"S12,S15"
1309,"S04,S05"
1310,"S01,S02"
1311,"S06,S07,S10"
1312,"S13,S14"
1313,S02
1314,"S01,S13"
1315,"S07,S08,S12,S13"
1316,S14
1317,"S06,S07"
1318,"S09,S11,S12"
1319,"S06,S08,S15"
1320,"S09,S14"
1321,"S06,S07"
1322,"S03,S05,S10,S14"
1323,"S12,S15"
1324,"S01,S13"
1325,"S09,S10"
1326,S03
1327,S06
1328,"S07,S12"
1329,"S02,S03,S07,S08"
1330,"S01,S09,S13"
1331,"S01,S09,S13"
1332,"S06,S07,S08"
1333,"S04,S05"
1334,"S01,S13"
1335,"S10,S13"
1336,"S02,S03,S05,S08"
1337,S10
1338,"S05,S13,S14"
1339,"S01,S09,S13"
1340,"S06,S07"
1341,"S11,S12,S15"
1342,"S09,S14"
1343,"S04,S05"
1344,"S01,S13"
1345,S09
1346,"S06,S07"
1347,"S03,S06,S07,S09"
1348,"S04,S05"
1349,"S09,S14"
1350,"S01,S12"
1351,"S09,S10"
1352,"S01,S02"
1353,"S07,S13"
1354,"S03,S04,S10,S15"
1355,"S04,S05"
1356,"S01,S13"
1357,"S02,S05"
1358,"S04,S05"
1359,"S09,S10,S11"
1360,S07
1361,"S09,S14"
1362,"S09,S14"
1363,"S09,S10"
1364,"S04,S05"
1365,"S11,S12,S15"
1366,"S05,S14"
1367,"S08,S11,S15"
1368,"S01,S02,S03"
1369,"S09,S10"
1370,"S01,S03,S07,S13"
1371,"S06,S07"
1372,"S09,S14"
1373,"S02,S07,S14,S15"
1374,S04
1375,"S03,S07"
1376,"S11,S12"
1377,"S09,S10"
1378,S14
1379,"S04,S05"
1380,"S07,S11,S15"
1381,"S04,S13,S14"
1382,"S06,S09,S13,S15"
1383,"S07,S09,S14"
1384,"S04,S05"
1385,"S09,S10"
1386,"S07,S09,S14"
1387,"S07,S11,S12"
1388,S11
1389,"S03,S13"
1390,"S01,S02"
1391,S08
1392,S11
1393,S12
1394,S12
1395,S01
1396,"S02,S06,S10,S15"
1397,"S06,S07"
1398,"S01,S08,S10,S12"
1399,"S11,S12"
1400,"S04,S05"
1401,"S01,S02"
1402,"S04,S05,S12"
1403,"S02,S12,S13"
1404,"S04,S05"
1405,"S09,S14"
1406,"S09,S14"
1407,"S04,S05"
1408,"S09,S14"
1409,S09
1410,S01
1411,"S06,S07"
1412,"S01,S04,S05,S14"
1413,"S01,S13"
1414,"S02,S05,S08,S15"
1415,"S05,S12,S13"
1416,"S09,S10"
1417,S10
1418,"S09,S10"
1419,"S01,S02,S06"
1420,S01
1421,"S09,S10"
1422,"S05,S14"
1423,"S04,S05"
1424,"S01,S06,S14"
1425,"S09,S14"
1426,"S04,S05"
1427,"S09,S14"
1428,"S02,S05,S09"
1429,"S04,S05"
1430,"S05,S09,S14"
1431,"S02,S03,S04,S15"
1432,"S01,S02"
1433,"S01,S06"
1434,"S09,S10"
1435,"S01,S13"
1436,"S01,S04,S09"
1437,S09
1438,"S01,S13"
1439,"S07,S13"
1440,"S09,S10"
1441,"S06,S07"
1442,"S01,S02"
1443,S15
1444,"S01,S13"
1445,"S09,S14"
1446,"S09,S10"
1447,"S01,S02,S03"
1448,"S01,S04,S10,S15"
1449,"S08,S11,S12,S15"
1450,S10
1451,"S08,S11,S13"
1452,"S11,S12"
1453,S04
1454,"S11,S12"
1455,"S01,S02"
1456,"S12,S13"
1457,"S01,S13"
1458,"S01,S06,S07,S15"
1459,"S01,S02"
1460,"S06,S07,S08"
1461,"S09,S12,S13,S15"
1462,"S09,S14"
1463,"S07,S09,S14"
1464,"S07,S13"
1465,"S01,S13"
1466,"S02,S12"
1467,"S11,S12"
1468,"S01,S08,S09,S10"
1469,S10
1470,S08
1471,"S04,S08,S12,S14"
1472,"S06,S10"
1473,"S09,S14"
1474,"S01,S02"
1475,S04
1476,"S07,S10,S14,S15"
1477,"S09,S14"
1478,"S01,S02"
1479,"S09,S10,S12"
1480,"S04,S05"
1481,S10
1482,"S01,S13"
1483,"S09,S10"
1484,S02
1485,"S06,S07,S08"
1486,"S04,S06,S15"
1487,"S04,S05"
1488,S05
1489,S13
1490,"S01,S02,S03"
1491,"S04,S05"
1492,"S11,S12"
1493,"S04,S05"
1494,"S05,S13"
1495,"S11,S12,S15"
1496,"S11,S12,S15"
1497,"S09,S10"
1498,"S01,S13"
1499,S02
1500,"S01,S13"
1501,"S04,S06,S09"
1502,"S04,S05"
1503,"S02,S07,S13"
1504,"S01,S13"
1505,"S10,S11,S12"
1506,"S01,S02,S03"
1507,"S01,S08"
1508,"S09,S14"
1509,S09
1510,"S06,S07,S08"
1511,"S06,S09"
1512,"S09,S14"
1513,"S01,S13"
1514,"S04,S05"
1515,"S01,S13"
1516,"S01,S04,S08,S09"
1517,"S09,S10"
1518,S01
1519,S03
1520,"S04,S05"
1521,"S01,S13"
1522,"S06,S07"
1523,"S06,S07,S13"
1524,"S09,S10"
1525,"S04,S05"
1526,"S02,S06,S08,S11"
1527,"S09,S14"
1528,S11
1529,S12
1530,"S02,S12,S14"
1531,"S09,S10"
1532,"S06,S07,S08"
1533,"S09,S14"
1534,"S04,S05"
1535,"S11,S12"
1536,"S04,S05"
1537,"S04,S05,S11,S15"
1538,"S04,S05"
1539,"S05,S06,S11"
1540,"S06,S07"
1541,"S02,S13"
1542,"S11,S12"
1543,"S09,S10"
1544,"S05,S06,S10,S11"
1545,"S01,S02,S03"
1546,"S03,S04,S12"
1547,"S11,S12,S15"
1548,"S06,S07"
1549,"S06,S07"
1550,"S04,S05"
1551,S15
1552,"S04,S05"
1553,"S09,S14"
1554,"S09,S10"
1555,"S01,S02"
1556,"S09,S14"
1557,"S09,S14"
1558,"S06,S10,S13,S15"
1559,"S01,S13"
1560,"S01,S02"
1561,"S06,S07"
1562,"S11,S12,S15"
1563,"S01,S02,S03,S06"
1564,"S11,S12"
1565,"S11,S12,S15"
1566,"S04,S05"
1567,"S09,S10"
1568,S06
1569,"S01,S13"
1570,"S12,S15"
1571,"S01,S02,S03"
1572,"S01,S02"
1573,"S04,S09"
1574,"S09,S14"
1575,"S08,S13,S14"
1576,"S04,S07,S11"
1577,S06
1578,S13
1579,"S01,S13"
1580,"S03,S10,S14"
1581,"S04,S05"
1582,"S02,S04,S06,S13"
1583,"S11,S12,S14,S15"
1584,"S06,S10"
1585,"S11,S12,S15"
1586,"S01,S13"
1587,"S05,S13"
1588,"S04,S05"
1589,"S01,S13"
1590,"S01,S04,S15"
1591,S01
1592,"S04,S05"
1593,S05
1594,"S09,S10"
1595,"S01,S13"
1596,"S04,S05"
1597,"S01,S02,S03"
1598,"S11,S12"
1599,"S04,S05"
1600,"S09,S14"
1601,"S02,S10,S11,S14"
1602,"S10,S15"
1603,"S01,S02,S03,S12"
1604,S09
1605,S15
1606,"S06,S07"
1607,"S06,S07"
1608,"S01,S02"
1609,"S11,S12,S15"
1610,"S09,S14"
1611,"S04,S05"
1612,"S01,S02,S11"
1613,"S04,S05"
1614,"S01,S13"
1615,"S09,S14"
1616,S09
1617,"S11,S12"
1618,"S03,S12"
1619,"S09,S14"
1620,"S09,S10"
1621,"S04,S05,S10,S14"
1622,"S06,S07"
1623,"S09,S10"
1624,S01
1625,"S04,S05"
1626,"S09,S10"
1627,S06
1628,"S01,S02,S05,S10"
1629,"S05,S07,S11"
1630,"S03,S09,S12"
1631,"S08,S14"
1632,"S09,S10"
1633,"S04,S05"
1634,S05
1635,S03
1636,"S04,S05"
1637,"S11,S12"
1638,"S01,S04,S06"
1639,"S01,S06,S07,S14"
1640,"S09,S14"
1641,"S09,S10"
1642,"S04,S06,S08,S09"
1643,"S04,S05,S14,S15"
1644,"S06,S07"
1645,"S11,S12"
1646,S10
1647,S12
1648,"S11,S12"
1649,"S02,S09,S13"
1650,"S09,S14"
1651,"S10,S14"
1652,"S06,S07"
1653,"S01,S13"
1654,"S09,S10"
1655,"S05,S08"
1656,S11
1657,"S11,S12"
1658,S13
1659,"S04,S11,S14"
1660,"S11,S12"
1661,S04
1662,S09
1663,"S06,S08,S15"
1664,"S09,S10"
1665,"S04,S05,S06"
1666,S04
1667,"S05,S14"
1668,"S11,S12"
1669,"S04,S05"
1670,"S09,S10"
1671,"S01,S12,S13"
1672,S01
1673,"S03,S09,S10"
1674,"S04,S08"
1675,"S09,S14"
1676,"S02,S11"
1677,"S01,S02"
1678,"S01,S02"
1679,"S09,S10"
1680,S14
1681,"S01,S13"
1682,"S06,S07"
1683,"S01,S13"
1684,"S02,S11"
1685,"S04,S05"
1686,S08
1687,"S06,S08,S12"
1688,"S02,S14,S15"
1689,"S09,S10"
1690,"S03,S10"
1691,"S01,S02"
1692,"S01,S13"
1693,"S04,S05"
1694,"S11,S12,S15"
1695,"S01,S06,S09,S10"
1696,"S02,S03,S04,S08"
1697,"S04,S05"
1698,"S09,S14"
1699,"S06,S07"
1700,S05
1701,"S01,S04,S05"
1702,"S03,S11"
1703,"S09,S10"
1704,"S11,S12"
1705,"S01,S04,S11,S15"
1706,"S11,S12,S15"
1707,"S09,S10"
1708,"S09,S14"
1709,"S01,S02,S11,S12"
1710,"S01,S02"
1711,"S04,S10,S12,S15"
1712,"S01,S13"
1713,"S01,S07,S12,S14"
1714,"S09,S14"
1715,"S01,S06,S11,S14"
1716,"S08,S09,S14"
1717,"S11,S12,S13,S15"
1718,S15
1719,"S09,S10"
1720,"S04,S05,S14"
1721,"S11,S12"
1722,"S02,S07,S08,S10"
1723,S05
1724,"S09,S11"
1725,S03
1726,"S11,S12"
1727,"S01,S02,S05"
1728,"S01,S13"
1729,"S09,S14"
1730,"S02,S04,S13,S15"
1731,"S01,S13"
1732,"S09,S14"
1733,"S01,S02"
1734,"S09,S10"
1735,"S06,S07"
1736,"S02,S11,S12,S15"
1737,"S11,S13,S15"
1738,"S11,S12,S15"
1739,"S11,S12"
1740,"S01,S11"
1741,"S01,S13"
1742,"S11,S13,S14"
1743,"S01,S04,S08,S13"
1744,"S09,S14"
1745,S03
1746,"S01,S02,S03,S10"
1747,"S02,S12,S14"
1748,"S11,S12"
1749,"S11,S12,S15"
1750,"S09,S14"
1751,S14
1752,S07
1753,"S04,S05"
1754,"S06,S13"
1755,S13
1756,"S04,S05"
1757,"S09,S10"
1758,"S09,S10"
1759,"S11,S12"
1760,"S09,S10"
1761,"S01,S02"
1762,"S01,S05,S13"
1763,"S04,S05"
1764,S07
1765,"S09,S10"
1766,"S09,S10"
1767,"S07,S11,S12"
1768,"S03,S06,S10,S14"
1769,"S01,S05,S07,S13"
1770,S02
1771,"S09,S10"
1772,"S01,S02"
1773,"S01,S03,S13"
1774,"S05,S06,S09,S10"
1775,"S01,S13"
1776,"S11,S12"
1777,"S09,S14"
1778,"S09,S14"
1779,S11
1780,"S11,S12,S15"
1781,S05
1782,"S11,S12"
1783,S11
1784,"S06,S07"
1785,"S09,S14"
1786,"S04,S05"
1787,"S11,S12"
1788,"S01,S02,S03,S07"
1789,"S09,S10"
1790,S15
1791,"S01,S13"
1792,"S06,S08"
1793,"S09,S14"
1794,"S02,S04,S09"
1795,"S01,S02"
1796,"S02,S05,S13"
1797,"S08,S11"
1798,S04
1799,"S04,S05"
1800,S14
1801,"S04,S05"
1802,"S06,S07,S08"
1803,"S06,S07,S08"
1804,"S09,S10"
1805,"S05,S07"
1806,S11
1807,"S01,S02"
1808,"S04,S05"
1809,"S01,S02,S06,S08"
1810,S07
1811,"S11,S12"
1812,S01
1813,"S01,S04,S13"
1814,"S02,S04,S07"
1815,"S09,S10"
1816,"S01,S02,S03"
1817,"S04,S05"
1818,"S09,S14"
1819,"S02,S03"
1820,"S06,S07"
1821,"S01,S02,S03"
1822,"S05,S06,S14"
1823,"S01,S02,S14,S15"
1824,"S04,S05"
1825,"S07,S12"
1826,S11
1827,"S09,S10,S14"
1828,"S02,S07"
1829,S11
1830,"S09,S12,S15"
1831,"S04,S05"
1832,"S01,S13"
1833,"S08,S10,S13"
1834,S05
1835,"S01,S02,S03"
1836,"S04,S07,S10,S14"
1837,"S01,S13"
1838,"S01,S13"
1839,"S09,S14"
1840,"S02,S13"
1841,"S01,S13"
1842,S10
1843,S09
1844,"S01,S03,S10,S12"
1845,"S01,S13"
1846,S07
1847,"S09,S14"
1848,"S01,S11"
1849,S06
1850,"S07,S14"
1851,"S01,S13"
1852,"S07,S10"
1853,"S06,S07"
1854,"S09,S10"
1855,"S07,S09,S10"
1856,"S11,S12"
1857,"S01,S09,S14"
1858,"S02,S10,S13"
1859,"S09,S14"
1860,"S09,S14"
1861,"S11,S12"
1862,S02
1863,"S06,S13"
1864,"S04,S11"
1865,"S09,S10"
1866,"S01,S13"
1867,"S04,S05"
1868,"S04,S05"
1869,"S06,S07,S08"
1870,"S09,S14"
1871,"S09,S10"
1872,"S01,S13"
1873,"S01,S13,S14"
1874,"S05,S12,S15"
1875,"S09,S10"
1876,"S10,S14,S15"
1877,"S06,S08,S11"
1878,"S04,S10,S11,S14"
1879,"S04,S06,S08,S11"
1880,"S04,S08"
1881,"S09,S10"
1882,"S09,S10,S15"
1883,"S04,S05"
1884,"S06,S07,S08"
1885,"S01,S03,S09,S15"
1886,"S06,S07,S08"
1887,"S03,S06"
1888,"S09,S14"
1889,"S09,S14"
1890,"S09,S10,S14"
1891,S12
1892,S11
1893,S11
1894,"S01,S02"
1895,S14
1896,"S05,S07,S12,S15"
1897,"S04,S05"
1898,"S04,S12,S15"
1899,"S01,S13"
1900,"S10,S14,S15"
1901,"S06,S07,S08"
1902,"S09,S14"
1903,"S06,S07,S12"
1904,"S05,S11"
1905,"S04,S05"
1906,"S01,S06,S07,S15"
1907,"S01,S02,S03"
1908,"S12,S15"
1909,S14
1910,"S01,S02,S03"
1911,"S02,S08"
1912,"S12,S15"
1913,"S09,S10"
1914,"S01,S02,S03,S10"
1915,S10
1916,"S09,S14"
1917,"S09,S14"
1918,"S02,S06,S07"
1919,"S06,S12"
1920,"S01,S02"
1921,"S01,S09"
1922,"S01,S13"
1923,"S06,S07,S08"
1924,"S03,S08,S09"
1925,"S06,S07"
1926,"S06,S07"
1927,S02
1928,"S02,S10,S11,S15"
1929,"S09,S14"
1930,"S09,S10"
1931,"S04,S05"
1932,"S01,S02"
1933,"S01,S02,S03"
1934,"S04,S05"
1935,"S01,S02"
1936,"S04,S05"
1937,"S04,S05"
1938,"S03,S06,S07"
1939,S12
1940,"S01,S09,S10"
1941,"S04,S15"
1942,"S04,S06,S08"
1943,"S06,S07,S08"
1944,"S01,S02,S03"
1945,"S01,S02,S11,S15"
1946,"S03,S06,S08"
1947,"S02,S06,S07"
1948,"S02,S04,S05,S13"
1949,"S11,S12"
1950,"S05,S06"
1951,"S06,S07,S09"
1952,"S02,S04,S05"
1953,"S01,S02,S03"
1954,S13
1955,"S01,S13"
1956,"S01,S13"
1957,"S09,S10"
1958,S12
1959,"S01,S13"
1960,"S01,S11"
1961,"S01,S02,S03"
1962,"S02,S09"
1963,S04
1964,"S06,S07,S08"
1965,"S03,S06,S07,S08"
1966,"S11,S12"
1967,"S04,S05"
1968,"S01,S02,S04,S11"
1969,"S09,S14"
1970,S09
1971,"S04,S05"
1972,S07
1973,S06
1974,"S05,S12,S14"
1975,"S09,S14"
1976,"S10,S14"
1977,"S02,S04,S06,S08"
1978,"S09,S14"
1979,"S03,S08"
1980,S15
1981,"S01,S13"
1982,S04
1983,"S01,S13"
1984,"S06,S12,S14"
1985,"S01,S02"
1986,S15
1987,"S06,S07,S08"
1988,S14
1989,"S09,S10"
1990,"S06,S07"
1991,"S04,S05"
1992,"S08,S10,S15"
1993,"S01,S14"
1994,S09
1995,"S05,S14"
1996,"S09,S14"
1997,"S11,S12,S15"
1998,"S01,S02"
1999,"S02,S11"
2000,"S08,S11,S12"
2001,"S01,S10,S13"
2002,"S01,S02,S03"
2003,"S07,S09,S13,S15"
2004,S09
2005,"S04,S05"
2006,"S03,S04,S10"
2007,"S01,S02,S03"
2008,"S01,S02,S15"
2009,"S03,S11"
2010,"S03,S08,S10"
2011,"S09,S10"
2012,"S04,S05"
2013,"S11,S12"
2014,"S06,S07,S08"
2015,"S01,S08,S09,S13"
2016,"S05,S12"
2017,"S01,S02"
2018,"S11,S12"
2019,"S09,S10"
2020,"S11,S12"
2021,S01
2022,"S09,S14"
2023,"S03,S10"
2024,"S01,S13"
2025,"S11,S12"
2026,"S09,S14"
2027,"S01,S13"
2028,"S01,S06,S15"
2029,"S03,S04,S08,S10"
2030,S12
2031,"S02,S05,S06"
2032,"S11,S12"
2033,"S01,S02"
2034,"S04,S05"
2035,"S13,S14"
2036,S06
2037,"S13,S14"
2038,S07
2039,S11
2040,"S01,S02,S11"
2041,"S01,S04,S07"
2042,"S02,S05,S10"
2043,"S09,S14"
2044,"S04,S05"
2045,S09
2046,S15
2047,"S09,S14"
2048,"S11,S12,S15"
2049,"S09,S14"
2050,"S09,S11,S12"
2051,"S06,S13,S15"
2052,"S01,S13"
2053,"S06,S10,S12"
2054,S12
2055,"S01,S02"
2056,"S02,S07,S09"
2057,"S06,S07"
2058,"S01,S10"
2059,"S01,S02,S03"
2060,"S04,S05"
2061,"S07,S13"
2062,"S04,S05"
2063,S15
2064,"S01,S02,S03"
2065,"S01,S05,S10,S15"
2066,"S09,S10"
2067,"S04,S05"
2068,"S03,S12"
2069,S02
2070,"S07,S08,S11"
2071,S11
2072,"S04,S05"
2073,"S01,S03,S10"
2074,S10
2075,"S01,S02"
2076,S03
2077,"S04,S05"
2078,"S06,S07,S08"
2079,"S11,S12"
2080,"S04,S05"
2081,"S09,S10,S13"
2082,S03
2083,"S06,S07,S08"
2084,"S01,S02"
2085,"S06,S14"
2086,S12
2087,"S11,S12"
2088,"S01,S06"
2089,"S06,S07"
2090,"S11,S12,S15"
2091,"S09,S14"
2092,"S03,S07,S09,S10"
2093,"S01,S13"
2094,"S11,S12"
2095,"S06,S07"
2096,S12
2097,"S06,S07"
2098,"S06,S07"
2099,"S04,S08,S11,S12"
2100,"S07,S12,S13"
2101,"S06,S07"
2102,"S11,S12"
2103,S15
2104,"S09,S12,S13"
2105,"S04,S11,S12"
2106,"S09,S10"
2107,"S04,S05,S10"
2108,S02
2109,S03
2110,"S01,S13"
2111,"S01,S02,S03"
2112,"S01,S02"
2113,"S02,S08,S12,S13"
2114,"S01,S08,S11,S12"
2115,"S03,S09,S14"
2116,"S01,S02,S03"
2117,"S04,S05"
2118,S01
2119,"S02,S03,S05,S13"
2120,S01
2121,"S01,S02,S09"
2122,"S11,S12"
2123,"S06,S07,S09,S15"
2124,"S06,S07"
2125,"S01,S05,S15"
2126,"S09,S14"
2127,S08
2128,"S03,S08,S11,S14"
2129,S03
2130,S13
2131,"S11,S12"
2132,"S04,S09,S14"
2133,S10
2134,"S09,S14"
2135,"S11,S12"
2136,"S06,S07"
2137,S02
2138,S14
2139,S03
2140,"S09,S14"
2141,"S04,S05"
2142,"S02,S09,S15"
2143,"S02,S04,S05"
2144,"S03,S09,S12,S15"
2145,"S01,S02,S03"
2146,S05
2147,"S09,S10"
2148,"S11,S12"
2149,"S01,S02,S03"
2150,"S05,S09,S10"
2151,"S02,S10,S12"
2152,"S06,S07"
2153,"S04,S05"
2154,"S09,S10"
2155,"S04,S10,S13"
2156,S12
2157,"S09,S14"
2158,"S02,S06,S09"
2159,"S04,S05"
2160,"S06,S10,S11"
2161,"S09,S10"
2162,"S09,S10"
2163,S09
2164,"S07,S10,S13"
2165,S07
2166,"S01,S07,S09"
2167,"S01,S02"
2168,"S04,S05,S12"
2169,"S09,S10"
2170,"S01,S13"
2171,"S04,S05"
2172,"S09,S12,S14"
2173,"S06,S07"
2174,"S01,S15"
2175,"S05,S10,S11,S14"
2176,"S01,S02"
2177,S14
2178,"S09,S14"
2179,"S01,S02,S03,S13"
2180,"S02,S05,S06,S08"
2181,"S06,S07"
2182,S04
2183,"S02,S05,S09"
2184,"S06,S07,S08"
2185,S13
2186,"S04,S05"
2187,"S11,S12,S13,S15"
2188,"S01,S02,S03"
2189,"S01,S13"
2190,"S09,S14"
2191,"S11,S12"
2192,"S01,S03"
2193,"S04,S05"
2194,"S03,S14"
2195,"S06,S08"
2196,"S11,S12"
2197,"S07,S14"
2198,"S02,S09,S12"
2199,"S03,S12,S13"
2200,"S03,S04,S05"
2201,"S06,S07,S08"
2202,"S01,S02,S03"
2203,"S07,S09,S11"
2204,"S02,S07,S08,S11"
2205,"S07,S09,S13"
2206,S09
2207,"S09,S14"
2208,"S06,S07"
2209,"S04,S05"
2210,S09
2211,"S09,S14"
2212,"S01,S13"
2213,"S06,S07"
2214,"S01,S02,S13"
2215,"S01,S13"
2216,"S10,S13,S14"
2217,"S02,S11"
2218,"S04,S05"
2219,"S04,S06,S15"
2220,"S02,S14,S15"
2221,"S04,S05"
2222,"S06,S07,S08"
2223,"S06,S07"
2224,"S01,S09,S10"
2225,"S04,S10,S11"
2226,"S01,S13"
2227,"S09,S14"
2228,S08
2229,"S01,S06,S07,S14"
2230,"S05,S06,S14"
2231,"S04,S05"
2232,"S10,S11"
2233,"S08,S10,S12"
2234,S05
2235,"S06,S07"
2236,"S11,S12,S15"
2237,S02
2238,"S01,S02,S03"
2239,"S05,S14"
2240,"S12,S15"
2241,"S05,S06,S15"
2242,"S01,S13"
2243,"S09,S10"
2244,"S06,S15"
2245,"S09,S14"
2246,"S07,S09"
2247,"S01,S02,S09,S14"
2248,"S04,S05"
2249,S14
2250,"S01,S13"
2251,"S04,S06,S08,S15"
2252,"S09,S14"
2253,"S01,S09,S10"
2254,"S04,S05"
2255,"S01,S13"
2256,"S06,S10,S11,S12"
2257,S11
2258,S04
2259,"S09,S14"
2260,"S04,S05"
2261,"S09,S10"
2262,"S08,S13"
2263,"S03,S08,S10"
2264,S01
2265,"S11,S12"
2266,"S03,S04,S06,S14"
2267,"S08,S09"
2268,"S02,S11"
2269,"S09,S10"
2270,"S11,S12,S15"
2271,"S04,S05,S07,S10"
2272,"S02,S05"
2273,"S03,S04,S09"
2274,"S11,S12,S15"
2275,S14
2276,S14
2277,S15
2278,"S01,S02,S15"
2279,S02
2280,"S09,S10"
2281,"S09,S10"
2282,"S05,S10"
2283,"S11,S12"
2284,"S06,S07,S08"
2285,"S04,S05"
2286,"S06,S07,S08"
2287,"S04,S05"
2288,"S04,S08"
2289,"S01,S02"
2290,S08
2291,"S01,S04,S06,S14"
2292,"S09,S14"
2293,"S04,S05"
2294,"S09,S10"
2295,"S06,S07,S08,S14"
2296,"S01,S02,S03"
2297,"S02,S04,S06,S09"
2298,"S04,S05,S12"
2299,"S01,S07,S13"
2300,S01
2301,"S06,S09,S11"
2302,"S01,S13"
2303,"S01,S10,S13"
2304,"S01,S07,S12,S13"
2305,"S01,S13"
2306,"S09,S10"
2307,"S04,S05"
2308,"S06,S07"
2309,"S11,S12"
2310,"S01,S03,S04,S15"
2311,"S05,S09,S11,S13"
2312,"S01,S13"
2313,"S01,S11"
2314,S15
2315,S14
2316,"S04,S05"
2317,S02
2318,"S04,S05"
2319,"S01,S02,S03"
2320,"S01,S13"
2321,"S11,S12"
2322,"S01,S02"
2323,"S01,S13"
2324,S11
2325,S14
2326,"S09,S14"
2327,"S01,S02,S03"
2328,S07
2329,"S01,S03,S06,S12"
2330,S15
2331,"S01,S13"
2332,S05
2333,"S09,S14"
2334,"S11,S12,S14"
2335,"S06,S07"
2336,"S09,S14"
2337,"S01,S03,S09"
2338,"S09,S10"
2339,"S01,S06,S07"
2340,"S04,S05,S07"
2341,"S05,S07"
2342,"S02,S12,S13"
2343,"S09,S14"
2344,"S01,S04,S05,S13"
2345,"S09,S10"
2346,"S07,S08"
2347,"S05,S10,S14"
2348,S15
2349,"S02,S06,S10"
2350,"S01,S02"
2351,S12
2352,"S04,S05"
2353,"S11,S12"
2354,"S01,S13"
2355,"S01,S02,S03"
2356,S14
2357,"S03,S10,S13"
2358,"S06,S07"
2359,"S02,S05,S11,S12"
2360,"S03,S04,S05"
2361,"S09,S14"
2362,"S04,S05"
2363,"S11,S12,S15"
2364,"S01,S06,S15"
2365,"S06,S07"
2366,"S09,S14"
2367,S04
2368,S13
2369,"S11,S12"
2370,"S09,S10"
2371,"S07,S13"
2372,"S11,S12"
2373,"S02,S08"
2374,"S02,S12"
2375,"S04,S05"
2376,"S01,S13"
2377,"S04,S07,S11"
2378,"S04,S05"
2379,"S06,S07"
2380,"S09,S12,S14"
2381,"S03,S05,S10,S12"
2382,"S01,S02,S06"
2383,"S11,S12,S15"
2384,"S09,S14"
2385,"S04,S11,S12"
2386,S08
2387,"S04,S05"
2388,"S11,S12"
2389,"S09,S14"
2390,"S06,S07"
2391,"S01,S02,S08"
2392,"S11,S12"
2393,S13
2394,"S02,S11,S12,S15"
2395,"S11,S12"
2396,"S02,S06,S12"
2397,"S09,S10"
2398,"S06,S07"
2399,"S01,S09,S13"
2400,"S03,S08"
2401,"S09,S14"
2402,"S01,S02"
2403,"S01,S13"
2404,S02
2405,"S09,S10"
2406,"S01,S02,S09,S11"
2407,"S02,S13"
2408,"S06,S14,S15"
2409,"S01,S13"
2410,"S01,S14"
2411,"S04,S05"
2412,"S01,S13"
2413,"S11,S12,S15"
2414,S13
2415,"S09,S10"
2416,"S02,S03,S05,S08"
2417,"S01,S13"
2418,"S05,S10"
2419,"S01,S03,S15"
2420,"S04,S05"
2421,"S02,S11,S14"
2422,"S03,S12,S13"
2423,"S09,S14"
2424,"S06,S13"
2425,"S01,S06,S10,S15"
2426,"S05,S12"
2427,"S01,S02"
2428,"S11,S15"
2429,"S08,S09"
2430,"S02,S04,S06"
2431,S11
2432,"S01,S02,S03"
2433,"S04,S05"
2434,"S08,S10,S13"
2435,"S09,S10"
2436,"S05,S08,S11,S15"
2437,"S04,S06,S10"
2438,"S03,S11,S12"
2439,"S01,S08,S13,S15"
2440,S13
2441,S12
2442,"S01,S02"
2443,"S01,S13"
2444,"S11,S12"
2445,"S09,S10"
2446,S07
2447,"S06,S10,S12,S13"
2448,"S06,S07,S08"
2449,"S09,S10"
2450,"S01,S10,S12"
2451,"S11,S12,S15"
2452,"S10,S12"
2453,"S06,S07,S08"
2454,"S03,S06,S11"
2455,"S01,S05,S15"
2456,"S09,S14"
2457,"S01,S07,S14,S15"
2458,"S04,S05"
2459,S12
2460,"S04,S05"
2461,"S03,S13"
2462,"S01,S02,S03"
2463,"S01,S13"
2464,S09
2465,"S04,S05"
2466,"S01,S13"
2467,"S09,S14"
2468,"S01,S02,S03"
2469,"S07,S11,S13"
2470,"S06,S07,S08"
2471,"S09,S10"
2472,"S01,S03,S10,S12"
2473,"S01,S02"
2474,"S01,S13"
2475,"S04,S05"
2476,"S01,S13"
2477,"S10,S12"
2478,"S01,S05,S07,S10"
2479,"S09,S11,S14"
2480,"S11,S12,S14"
2481,"S09,S14"
2482,"S09,S14"
2483,"S04,S05,S07"
2484,S15
2485,"S01,S03,S12,S14"
2486,S03
2487,"S04,S05,S14"
2488,"S01,S05,S08,S15"
2489,"S01,S13"
2490,S10
2491,"S09,S14"
2492,"S01,S14,S15"
2493,"S01,S13"
2494,"S06,S07"
2495,"S04,S05"
